relative_path,true_label,predicted_label,confidence,routing,repeat,voronoi_ms,voronoi_status,colorwheel_analysis_ms,colorwheel_worker_wall_ms,colorwheel_status,downstream_total_ms,overall_status
lines/lines_02.png,lines,lines,0.9999152421951294,colorwheel,3,,not_applicable,,120094.78849999869,timeout: TimeoutExpired: Original ColorWheel exceeded 120.0 seconds.,0.0,partial_or_failed
lines/lines_03.png,lines,lines,0.9999998807907104,colorwheel,1,,not_applicable,,120081.98020000054,timeout: TimeoutExpired: Original ColorWheel exceeded 120.0 seconds.,0.0,partial_or_failed
lines/lines_03.png,lines,lines,0.9999998807907104,colorwheel,2,,not_applicable,,120084.74500000011,timeout: TimeoutExpired: Original ColorWheel exceeded 120.0 seconds.,0.0,partial_or_failed
lines/lines_03.png,lines,lines,0.9999998807907104,colorwheel,3,,not_applicable,,120088.3548999991,timeout: TimeoutExpired: Original ColorWheel exceeded 120.0 seconds.,0.0,partial_or_failed
lines/lines_04.png,lines,lines,0.9993066787719727,colorwheel,1,,not_applicable,,120085.41460000197,timeout: TimeoutExpired: Original ColorWheel exceeded 120.0 seconds.,0.0,partial_or_failed
lines/lines_04.png,lines,lines,0.9993066787719727,colorwheel,2,,not_applicable,,120088.64389999871,timeout: TimeoutExpired: Original ColorWheel exceeded 120.0 seconds.,0.0,partial_or_failed
lines/lines_04.png,lines,lines,0.9993066787719727,colorwheel,3,,not_applicable,,120092.64070000063,timeout: TimeoutExpired: Original ColorWheel exceeded 120.0 seconds.,0.0,partial_or_failed
lines/lines_05.png,lines,lines,0.9995525479316711,colorwheel,1,,not_applicable,,120099.2746999982,timeout: TimeoutExpired: Original ColorWheel exceeded 120.0 seconds.,0.0,partial_or_failed
lines/lines_05.png,lines,lines,0.9995525479316711,colorwheel,2,,not_applicable,,120322.0982999992,timeout: TimeoutExpired: Original ColorWheel exceeded 120.0 seconds.,0.0,partial_or_failed
lines/lines_05.png,lines,lines,0.9995525479316711,colorwheel,3,,not_applicable,,120101.96050000013,timeout: TimeoutExpired: Original ColorWheel exceeded 120.0 seconds.,0.0,partial_or_failed
lines/lines_06.png,lines,lines,0.9918842315673828,colorwheel,1,,not_applicable,,120116.7394999975,timeout: TimeoutExpired: Original ColorWheel exceeded 120.0 seconds.,0.0,partial_or_failed
lines/lines_06.png,lines,lines,0.9918842315673828,colorwheel,2,,not_applicable,,120078.79680000042,timeout: TimeoutExpired: Original ColorWheel exceeded 120.0 seconds.,0.0,partial_or_failed
lines/lines_06.png,lines,lines,0.9918842315673828,colorwheel,3,,not_applicable,,120092.45429999646,timeout: TimeoutExpired: Original ColorWheel exceeded 120.0 seconds.,0.0,partial_or_failed
lines/lines_07.png,lines,lines,0.985153317451477,colorwheel,1,,not_applicable,,120077.98999999795,timeout: TimeoutExpired: Original ColorWheel exceeded 120.0 seconds.,0.0,partial_or_failed
lines/lines_07.png,lines,lines,0.985153317451477,colorwheel,2,,not_applicable,,120086.38460000293,timeout: TimeoutExpired: Original ColorWheel exceeded 120.0 seconds.,0.0,partial_or_failed
lines/lines_07.png,lines,lines,0.985153317451477,colorwheel,3,,not_applicable,,120087.71060000072,timeout: TimeoutExpired: Original ColorWheel exceeded 120.0 seconds.,0.0,partial_or_failed
lines/lines_08.png,lines,lines,0.9986419081687927,colorwheel,1,,not_applicable,,120093.36330000224,timeout: TimeoutExpired: Original ColorWheel exceeded 120.0 seconds.,0.0,partial_or_failed
lines/lines_08.png,lines,lines,0.9986419081687927,colorwheel,2,,not_applicable,,120095.01520000049,timeout: TimeoutExpired: Original ColorWheel exceeded 120.0 seconds.,0.0,partial_or_failed
lines/lines_08.png,lines,lines,0.9986419081687927,colorwheel,3,,not_applicable,,120093.10410000035,timeout: TimeoutExpired: Original ColorWheel exceeded 120.0 seconds.,0.0,partial_or_failed
lines/lines_09.png,lines,lines,0.7682480216026306,colorwheel,1,,not_applicable,,120091.80249999918,timeout: TimeoutExpired: Original ColorWheel exceeded 120.0 seconds.,0.0,partial_or_failed
lines/lines_09.png,lines,lines,0.7682480216026306,colorwheel,2,,not_applicable,,120076.85649999985,timeout: TimeoutExpired: Original ColorWheel exceeded 120.0 seconds.,0.0,partial_or_failed
lines/lines_09.png,lines,lines,0.7682480216026306,colorwheel,3,,not_applicable,,120102.42010000002,timeout: TimeoutExpired: Original ColorWheel exceeded 120.0 seconds.,0.0,partial_or_failed
lines/lines_10.png,lines,lines,0.9997170567512512,colorwheel,1,,not_applicable,,120082.26789999753,timeout: TimeoutExpired: Original ColorWheel exceeded 120.0 seconds.,0.0,partial_or_failed
lines/lines_10.png,lines,lines,0.9997170567512512,colorwheel,2,,not_applicable,,120093.66420000151,timeout: TimeoutExpired: Original ColorWheel exceeded 120.0 seconds.,0.0,partial_or_failed
lines/lines_10.png,lines,lines,0.9997170567512512,colorwheel,3,,not_applicable,,120080.32040000035,timeout: TimeoutExpired: Original ColorWheel exceeded 120.0 seconds.,0.0,partial_or_failed
lines/lines_11.png,lines,lines,0.9998757839202881,colorwheel,1,,not_applicable,,120086.57469999889,timeout: TimeoutExpired: Original ColorWheel exceeded 120.0 seconds.,0.0,partial_or_failed
lines/lines_11.png,lines,lines,0.9998757839202881,colorwheel,2,,not_applicable,,120089.79340000224,timeout: TimeoutExpired: Original ColorWheel exceeded 120.0 seconds.,0.0,partial_or_failed
lines/lines_11.png,lines,lines,0.9998757839202881,colorwheel,3,,not_applicable,,120086.06100000179,timeout: TimeoutExpired: Original ColorWheel exceeded 120.0 seconds.,0.0,partial_or_failed
lines/lines_12.png,lines,lines,0.9999990463256836,colorwheel,1,,not_applicable,96449.01799999934,99418.89179999998,completed,96449.01799999934,completed
lines/lines_12.png,lines,lines,0.9999990463256836,colorwheel,2,,not_applicable,97261.95730000109,99959.88359999683,completed,97261.95730000109,completed
lines/lines_12.png,lines,lines,0.9999990463256836,colorwheel,3,,not_applicable,98136.93870000134,101043.2553999999,completed,98136.93870000134,completed
lines/lines_13.png,lines,lines,0.9999980926513672,colorwheel,1,,not_applicable,99759.0209000009,103126.34479999906,completed,99759.0209000009,completed
lines/lines_13.png,lines,lines,0.9999980926513672,colorwheel,2,,not_applicable,98922.8428000024,101929.59979999796,completed,98922.8428000024,completed
lines/lines_13.png,lines,lines,0.9999980926513672,colorwheel,3,,not_applicable,99323.52190000165,102295.70550000062,completed,99323.52190000165,completed
lines/lines_14.png,lines,lines,0.9999998807907104,colorwheel,1,,not_applicable,100544.83310000069,103610.59440000099,completed,100544.83310000069,completed
lines/lines_14.png,lines,lines,0.9999998807907104,colorwheel,2,,not_applicable,104757.99619999816,107821.12770000094,completed,104757.99619999816,completed
lines/lines_14.png,lines,lines,0.9999998807907104,colorwheel,3,,not_applicable,99672.61689999941,102726.28749999785,completed,99672.61689999941,completed
lines/lines_15.png,lines,lines,0.9979233741760254,colorwheel,1,,not_applicable,36979.69169999851,40112.783799999306,completed,36979.69169999851,completed
lines/lines_15.png,lines,lines,0.9979233741760254,colorwheel,2,,not_applicable,36918.79870000048,39844.08640000038,completed,36918.79870000048,completed
lines/lines_15.png,lines,lines,0.9979233741760254,colorwheel,3,,not_applicable,36852.00299999997,39706.38230000259,completed,36852.00299999997,completed
lines/lines_16.png,lines,lines,0.9999986886978149,colorwheel,1,,not_applicable,29775.8997000019,32657.58260000075,completed,29775.8997000019,completed
lines/lines_16.png,lines,lines,0.9999986886978149,colorwheel,2,,not_applicable,30337.473200001114,33232.76429999896,completed,30337.473200001114,completed
lines/lines_16.png,lines,lines,0.9999986886978149,colorwheel,3,,not_applicable,30140.698999999586,32970.063700002356,completed,30140.698999999586,completed
lines/lines_17.png,lines,lines,0.9999960660934448,colorwheel,1,,not_applicable,,120083.36050000071,timeout: TimeoutExpired: Original ColorWheel exceeded 120.0 seconds.,0.0,partial_or_failed
lines/lines_17.png,lines,lines,0.9999960660934448,colorwheel,2,,not_applicable,,120089.19930000047,timeout: TimeoutExpired: Original ColorWheel exceeded 120.0 seconds.,0.0,partial_or_failed
lines/lines_17.png,lines,lines,0.9999960660934448,colorwheel,3,,not_applicable,,120081.26479999919,timeout: TimeoutExpired: Original ColorWheel exceeded 120.0 seconds.,0.0,partial_or_failed
lines/lines_18.png,lines,mixed,0.6146520376205444,voronoi+colorwheel,1,7433.959699999832,completed,,120083.67269999871,timeout: TimeoutExpired: Original ColorWheel exceeded 120.0 seconds.,7433.959699999832,partial_or_failed
lines/lines_18.png,lines,mixed,0.6146520376205444,voronoi+colorwheel,2,7320.937100001174,completed,,120091.36610000132,timeout: TimeoutExpired: Original ColorWheel exceeded 120.0 seconds.,7320.937100001174,partial_or_failed
lines/lines_18.png,lines,mixed,0.6146520376205444,voronoi+colorwheel,3,7510.763099999167,completed,,120096.5922999967,timeout: TimeoutExpired: Original ColorWheel exceeded 120.0 seconds.,7510.763099999167,partial_or_failed
lines/lines_19.png,lines,lines,0.9978190660476685,colorwheel,1,,not_applicable,,120091.2868000014,timeout: TimeoutExpired: Original ColorWheel exceeded 120.0 seconds.,0.0,partial_or_failed
