timestamp_local,operating_system,python_version,image_count,manifest,manifest_sha256,analysis_dir,original_app_and_colorwheel_preserved,repeats,colorwheel_timeout_seconds,colorwheel_num_clusters_argument,important_colorwheel_note,device_for_mask_generation,unet_model_sha256,colorwheel_script_sha256
2026-06-24 02:41:02,Windows-11-10.0.26200-SP0,3.13.14,49,<ORIGINAL_RUN_ROOT>\cnn_predictions_primary_reviewed_exp3_49.csv,f6b2d01e1ee174eaade08e7bbeb143272bcc6e26c15c9b84a15616b8794fa4b3,<ORIGINAL_RUN_ROOT>\AFM_Web-main,True,3,120.0,8,Original implementation internally hardcodes four masks even when num_clusters=8 is passed.,cpu,18ecdf3b3c35408a467d0e7baab781dbdb88572a87c907c14f4ad01884b1be41,bb2306fcb353ae012a5b60ae159680d65acced8d91a0b2be5ff4e7ca1d35f3ce
