timestamp_local,operating_system,system,release,machine,processor,cpu_physical_cores,cpu_logical_cores,ram_bytes,python_version,python_executable,pytorch_version,cuda_available,cuda_runtime_version,gpu_name,gpu_memory_bytes,device_requested,device_used
2026-06-23 21:48:18,Windows-11-10.0.26200-SP0,Windows,11,AMD64,"AMD64 Family 26 Model 36 Stepping 0, AuthenticAMD",10,20,29841813504,3.13.14,<ORIGINAL_RUN_ROOT>\venv\Scripts\python.exe,2.11.0+cpu,False,,,,auto,cpu
