project_dir,analysis_dir,test_dir,manifest,image_count,cold_runs,warm_repeats,device_requested,device_used,cnn_model,cnn_model_sha256,unet_model,unet_model_sha256,cnn_script_sha256,unet_script_sha256,threshold,warmup_passes_discarded
<ORIGINAL_RUN_ROOT>,<ORIGINAL_RUN_ROOT>\AFM_Web-main,<ORIGINAL_RUN_ROOT>\test,<ORIGINAL_RUN_ROOT>\cnn_predictions_primary_reviewed.csv,50,5,5,auto,cpu,<ORIGINAL_RUN_ROOT>\AFM_Web-main\cnn_rgb_classifier.pth,dd309d7d0d6706f34b762b396b4142e2586f4859d27f5cb409b9093156bba256,<ORIGINAL_RUN_ROOT>\AFM_Web-main\best_quality_unet.pt,18ecdf3b3c35408a467d0e7baab781dbdb88572a87c907c14f4ad01884b1be41,43ca16cabf9b7b7b07b7c631f93c799a862eb86acc9a63b03f9969ee276843e0,ac19ea94eaecbb875e69f6d58c7cd67badc8a91b8005b997857f2a6d829629da,0.5,1
