evaluation_name,n_images,n_correct,accuracy,accuracy_95_ci_low_wilson,accuracy_95_ci_high_wilson,balanced_accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,matthews_correlation_coefficient,cohen_kappa,mean_confidence,mean_confidence_correct,mean_confidence_incorrect,expected_calibration_error_10_bins
all_external,52,47,0.9038461538461539,0.7939036987986837,0.9582256489474276,0.8938311688311689,0.9035714285714286,0.8938311688311689,0.8980836236933798,0.9046703296703296,0.9038461538461539,0.9036451353524525,0.8656755447318041,0.8652151373768793,0.8861324993463663,0.9089099346323216,0.6720246076583862,0.04547541645857008
