replicate,dice,iou,pixel_precision,pixel_recall,specificity,pixel_accuracy
184,0.8552277112156602,0.747718499498149,0.8588967056783526,0.8517086649178778,0.9655739726926056,0.9445500916333611
185,0.8467012602637066,0.7389611077759723,0.860086145914927,0.8398513526121973,0.9696315264979724,0.9443148494587301
186,0.8484423948991924,0.7415482378542008,0.8615344664204241,0.841860709590667,0.9658055726386013,0.9390472354613505
187,0.8485984074392612,0.7380142611480963,0.8536417445082424,0.8436818312649608,0.9617946188217388,0.9410311607054639
188,0.8364143045774602,0.7276925579659269,0.8586083014083382,0.8271410283310644,0.9592697599660844,0.926247637441575
189,0.84440447458036,0.7355456997905856,0.8574345082253256,0.8379267076693742,0.9686432694528883,0.9427221660691767
190,0.8511981257886765,0.7415989756585906,0.8565714844829148,0.8459759227610255,0.9626377979256519,0.9435232508789749
191,0.8571168420900144,0.7509070827138064,0.8615451615900781,0.8528225856328373,0.9597196076670862,0.9406252651125486
192,0.8557368786716637,0.7486447089677435,0.8603647163833031,0.8512283568704969,0.9596592525857744,0.939919914113615
193,0.8445341276090859,0.7360793760799278,0.8570491885515793,0.838546213113232,0.9562012425487021,0.9298559373832009
194,0.847173634112515,0.739861141734914,0.8605098102245892,0.8403730895012318,0.9667805796927103,0.9398396834668433
195,0.8369709740341613,0.7286486352446663,0.8592452375781889,0.8276167886598267,0.9670067430706546,0.9346846070865259
196,0.8568712749856382,0.7501192999484517,0.8602891670777624,0.8535995456873412,0.9575771450534224,0.938952197540294
197,0.8330535888739563,0.722481178488603,0.8543498693500651,0.8246842053562297,0.9569250781870747,0.9228389632311663
198,0.8306468756708901,0.7189813291565827,0.8529193824796876,0.8212736025939913,0.9607059630596478,0.9277987837071029
199,0.8420526258180634,0.7320354301584175,0.8553187818443171,0.8353414770526735,0.9500239333302402,0.9253346323190672
200,0.8488219483122941,0.7422772018604548,0.8602203025288978,0.8439697224836041,0.9489337093395298,0.9266303292162581
201,0.8473547949550819,0.7399183236443555,0.8602345347708535,0.8410010259087133,0.9636482893273325,0.9381756726213747
202,0.8485204258410484,0.7420462286949543,0.8609727883091054,0.8425573322576837,0.9604337454327662,0.9370886638701882
203,0.848690042465137,0.7421967219297188,0.8617696466516876,0.8421467382905538,0.9598208011469018,0.9361806250807674
204,0.8472652969761211,0.7399514088886994,0.860702331655045,0.8403549612351091,0.9609758082131055,0.9348751808281827
