evaluation_name,n_images,n_correct,accuracy,accuracy_95_ci_low_wilson,accuracy_95_ci_high_wilson,balanced_accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,matthews_correlation_coefficient,cohen_kappa,mean_confidence,mean_confidence_correct,mean_confidence_incorrect,expected_calibration_error_10_bins
subset_external_unreviewed,50,45,0.9,0.7863976856252035,0.9565242350681096,0.8892857142857142,0.9007936507936508,0.8892857142857142,0.8943242251971392,0.9006349206349205,0.9,0.8996405648267009,0.8594180458976465,0.8589164785553047,0.8826599037647247,0.9060638255543179,0.6720246076583862,0.04837653756141658
