timestamp_local,operating_system,python_version,project_dir,analysis_dir,test_dir,manifest,manifest_sha256,image_count,repeats,device_for_mask_generation,colorwheel_timeout_seconds,max_dimension,num_clusters,max_fit_samples,min_component_size,low_confidence_threshold,low_margin_threshold,unet_model_sha256,voronoi_script_sha256,colorwheel_script_sha256,colorwheel_worker_sha256,failures
2026-06-24 23:29:46,Windows-11-10.0.26200-SP0,3.13.14,<ORIGINAL_RUN_ROOT>,<ORIGINAL_RUN_ROOT>\AFM_Web-main,<ORIGINAL_RUN_ROOT>\test,<ORIGINAL_RUN_ROOT>\cnn_predictions_primary_reviewed.csv,9ee6438876c64a198d19b64c966c0fc6214711d415c78296f36a3324c0691b0b,50,3,cpu,120.0,0,8,10000,15,0.6,0.1,18ecdf3b3c35408a467d0e7baab781dbdb88572a87c907c14f4ad01884b1be41,1cb68b16c2a1048affc314ebc0b7a713c3d66c2781eacb9f2998c3719feffeb2,d72bd9e191b78524c1836e7cb2ec0f24da8a55fd840c77348cc9c65b37b85b33,63cf0eb09d0804d7cb62733e64ed0514e9d1439ad42450016f3e2492c91a549d,0
