relative_path,image_path,ground_truth_mask_path,predicted_mask_path,threshold,prediction_time_ms,ground_truth_foreground_fraction,predicted_foreground_fraction,dice,iou,pixel_precision,pixel_recall,specificity,pixel_accuracy,true_positive_pixels,true_negative_pixels,false_positive_pixels,false_negative_pixels
lines/lines_14.png,<ORIGINAL_RUN_ROOT>\AFM_Web-main\segmentation_dataset\images\lines\lines_14.png,<ORIGINAL_RUN_ROOT>\AFM_Web-main\segmentation_dataset\ground_truth_masks\lines\lines_14_mask.png,<ORIGINAL_RUN_ROOT>\AFM_Web-main\evaluation_outputs\experiment_2_segmentation\predicted_masks\lines\lines_14.png,0.5,195.0890000007348,0.022302227342549923,0.022124615975422427,0.8685035116153429,0.767570664629488,0.871989585593404,0.865045200172191,0.9971032139595628,0.9941580261136713,4019,203084,590,627
lines/lines_15.png,<ORIGINAL_RUN_ROOT>\AFM_Web-main\segmentation_dataset\images\lines\lines_15.png,<ORIGINAL_RUN_ROOT>\AFM_Web-main\segmentation_dataset\ground_truth_masks\lines\lines_15_mask.png,<ORIGINAL_RUN_ROOT>\AFM_Web-main\evaluation_outputs\experiment_2_segmentation\predicted_masks\lines\lines_15.png,0.5,169.87180000069202,0.09686536485097637,0.09449883702060907,0.8503992650696063,0.7397344479960658,0.8610475100171722,0.8400111685048163,0.9854608070674553,0.9713717747606426,6017,65814,971,1146
lines/lines_16.png,<ORIGINAL_RUN_ROOT>\AFM_Web-main\segmentation_dataset\images\lines\lines_16.png,<ORIGINAL_RUN_ROOT>\AFM_Web-main\segmentation_dataset\ground_truth_masks\lines\lines_16_mask.png,<ORIGINAL_RUN_ROOT>\AFM_Web-main\evaluation_outputs\experiment_2_segmentation\predicted_masks\lines\lines_16.png,0.5,196.9959000016388,0.511868277146806,0.5071510125593414,0.8619784756007666,0.7574360037309565,0.865987321523787,0.858006574313219,0.8607657269481719,0.8593534042425335,29234,27968,4524,4838
lines/lines_17.png,<ORIGINAL_RUN_ROOT>\AFM_Web-main\segmentation_dataset\images\lines\lines_17.png,<ORIGINAL_RUN_ROOT>\AFM_Web-main\segmentation_dataset\ground_truth_masks\lines\lines_17_mask.png,<ORIGINAL_RUN_ROOT>\AFM_Web-main\evaluation_outputs\experiment_2_segmentation\predicted_masks\lines\lines_17.png,0.5,187.13849999767262,0.07280273842074737,0.07212952605849697,0.861971629685211,0.757425431711146,0.865994184585562,0.8579862716506028,0.9895752755584475,0.9799952357278979,24124,354358,3733,3993
lines/lines_18.png,<ORIGINAL_RUN_ROOT>\AFM_Web-main\segmentation_dataset\images\lines\lines_18.png,<ORIGINAL_RUN_ROOT>\AFM_Web-main\segmentation_dataset\ground_truth_masks\lines\lines_18_mask.png,<ORIGINAL_RUN_ROOT>\AFM_Web-main\evaluation_outputs\experiment_2_segmentation\predicted_masks\lines\lines_18.png,0.5,195.0336999980209,0.2766741494022827,0.2711669010656137,0.8454090479922491,0.7322152027279821,0.8539939408295827,0.8369950389794472,0.9452639352384158,0.9153087304592417,68498,202243,11711,13340
lines/lines_19.png,<ORIGINAL_RUN_ROOT>\AFM_Web-main\segmentation_dataset\images\lines\lines_19.png,<ORIGINAL_RUN_ROOT>\AFM_Web-main\segmentation_dataset\ground_truth_masks\lines\lines_19_mask.png,<ORIGINAL_RUN_ROOT>\AFM_Web-main\evaluation_outputs\experiment_2_segmentation\predicted_masks\lines\lines_19.png,0.5,197.90260000081616,0.09110038246067657,0.0892486802413273,0.8758960573476703,0.7791948983658828,0.8849824587875815,0.8669943456890499,0.9887059433630285,0.9776179702650291,23460,266916,3049,3599
lines/lines_20.png,<ORIGINAL_RUN_ROOT>\AFM_Web-main\segmentation_dataset\images\lines\lines_20.png,<ORIGINAL_RUN_ROOT>\AFM_Web-main\segmentation_dataset\ground_truth_masks\lines\lines_20_mask.png,<ORIGINAL_RUN_ROOT>\AFM_Web-main\evaluation_outputs\experiment_2_segmentation\predicted_masks\lines\lines_20.png,0.5,194.29980000131764,0.3047035535865774,0.2979696484117259,0.894888140937414,0.8097715481005743,0.9050000632679143,0.884999690651488,0.959287728431213,0.9366518993307569,286085,707609,30031,37175
mixed/Mixed_01.png,<ORIGINAL_RUN_ROOT>\AFM_Web-main\segmentation_dataset\images\mixed\Mixed_01.png,<ORIGINAL_RUN_ROOT>\AFM_Web-main\segmentation_dataset\ground_truth_masks\mixed\Mixed_01_mask.png,<ORIGINAL_RUN_ROOT>\AFM_Web-main\evaluation_outputs\experiment_2_segmentation\predicted_masks\mixed\Mixed_01.png,0.5,192.82620000012685,0.46549666563582875,0.13675056101371014,0.376550362080316,0.2319445908792305,0.8291608077352391,0.2435854303564052,0.9562914693261432,0.6245291846072111,57198,257842,11785,177619
mixed/Mixed_03.png,<ORIGINAL_RUN_ROOT>\AFM_Web-main\segmentation_dataset\images\mixed\Mixed_03.png,<ORIGINAL_RUN_ROOT>\AFM_Web-main\segmentation_dataset\ground_truth_masks\mixed\Mixed_03_mask.png,<ORIGINAL_RUN_ROOT>\AFM_Web-main\evaluation_outputs\experiment_2_segmentation\predicted_masks\mixed\Mixed_03.png,0.5,196.41130000309204,0.19624728698452706,0.19972461434339192,0.7989626922850239,0.6652272058101873,0.7920074783827995,0.8060411463907716,0.9483159117305459,0.9203948750262549,6778,32660,1780,1631
mixed/Mixed_04.png,<ORIGINAL_RUN_ROOT>\AFM_Web-main\segmentation_dataset\images\mixed\Mixed_04.png,<ORIGINAL_RUN_ROOT>\AFM_Web-main\segmentation_dataset\ground_truth_masks\mixed\Mixed_04_mask.png,<ORIGINAL_RUN_ROOT>\AFM_Web-main\evaluation_outputs\experiment_2_segmentation\predicted_masks\mixed\Mixed_04.png,0.5,192.68379999994067,0.25484944403863324,0.25099423748072397,0.8524669073405535,0.7428691275167785,0.8590137429264348,0.8460191082802546,0.9525106197581963,0.9253713172632092,10626,34980,1744,1934
