timestamp_local,project_dir,analysis_dir,test_dir,manifest,manifest_sha256,image_count,batch_repeats,successful_batch_runs,failed_image_runs,images_matching_manifest_prediction_all_runs,device,cnn_model_sha256,unet_model_sha256,cnn_script_sha256,unet_script_sha256,voronoi_script_sha256,colorwheel_script_sha256,unet_threshold,voronoi_threshold_edge,voronoi_max_size,colorwheel_max_dimension,colorwheel_orientation_max_dimension,colorwheel_num_clusters,colorwheel_max_fit_samples,colorwheel_min_component_size,colorwheel_random_state,route_specific_warmup_discarded,keep_last_batch_outputs
2026-06-25 00:10:15,<ORIGINAL_RUN_ROOT>,<ORIGINAL_RUN_ROOT>\AFM_Web-main,<ORIGINAL_RUN_ROOT>\test,<ORIGINAL_RUN_ROOT>\cnn_predictions_primary_reviewed.csv,9ee6438876c64a198d19b64c966c0fc6214711d415c78296f36a3324c0691b0b,50,3,3,0,50,cpu,dd309d7d0d6706f34b762b396b4142e2586f4859d27f5cb409b9093156bba256,18ecdf3b3c35408a467d0e7baab781dbdb88572a87c907c14f4ad01884b1be41,43ca16cabf9b7b7b07b7c631f93c799a862eb86acc9a63b03f9969ee276843e0,ac19ea94eaecbb875e69f6d58c7cd67badc8a91b8005b997857f2a6d829629da,1cb68b16c2a1048affc314ebc0b7a713c3d66c2781eacb9f2998c3719feffeb2,d72bd9e191b78524c1836e7cb2ec0f24da8a55fd840c77348cc9c65b37b85b33,0.5,0.025,1024,0,1024,8,10000,15,42,True,False
